date,close
1993-01-29,24.113256454467773
1993-02-01,24.284774780273438
1993-02-02,24.33621597290039
1993-02-03,24.593475341796875
1993-02-04,24.696372985839844
1993-02-05,24.67920684814453
1993-02-08,24.67920684814453
1993-02-09,24.507722854614258
1993-02-10,24.54202651977539
1993-02-11,24.662057876586914
1993-02-12,24.47342300415039
1993-02-16,23.856014251708984
1993-02-17,23.83885955810547
1993-02-18,23.821701049804688
1993-02-19,23.90746307373047
1993-02-22,23.99320411682129
1993-02-23,23.976058959960938
1993-02-24,24.284774780273438
1993-02-25,24.33621597290039
1993-02-26,24.370519638061523
1993-03-01,24.301918029785156
1993-03-02,24.662057876586914
1993-03-03,24.764982223510742
1993-03-04,24.627782821655273
1993-03-05,24.559160232543945
1993-03-08,25.107980728149414
1993-03-09,25.022214889526367
1993-03-10,25.073665618896484
1993-03-11,25.005062103271484
1993-03-12,24.747827529907227
1993-03-15,24.867868423461914
1993-03-16,24.867868423461914
1993-03-17,24.71352195739746
1993-03-18,24.867868423461914
1993-03-19,24.83022689819336
1993-03-22,24.692380905151367
1993-03-23,24.744081497192383
1993-03-24,24.744081497192383
1993-03-25,24.89916229248047
1993-03-26,24.761302947998047
1993-03-29,24.864694595336914
1993-03-30,24.933635711669922
1993-03-31,24.916391372680664
1993-04-01,24.83022689819336
1993-04-02,24.31330680847168
1993-04-05,24.433916091918945
1993-04-06,24.364999771118164
1993-04-07,24.45115089416504
1993-04-08,24.41669464111328
1993-04-12,24.761302947998047
1993-04-13,24.813013076782227
1993-04-14,24.778545379638672
1993-04-15,24.778545379638672
1993-04-16,24.778545379638672
1993-04-19,24.675153732299805
1993-04-20,24.55454444885254
1993-04-21,24.537302017211914
1993-04-22,24.22713279724121
1993-04-23,24.123764038085938
1993-04-26,23.934215545654297
1993-04-27,24.192691802978516
1993-04-28,24.140979766845703
1993-04-29,24.244382858276367
1993-04-30,24.27884292602539
1993-05-03,24.433916091918945
1993-05-04,24.52007484436035
1993-05-05,24.58899688720703
1993-05-06,24.502845764160156
